Emotions,Path
Happiness,EmoDSc_Aumentado\3134.wav
Surprise,EmoDSc_Aumentado\55074.wav
Disgust,EmoDSc_Aumentado\3026.wav
Disgust,EmoDSc_Aumentado\54631.wav
Disgust,EmoDSc_Aumentado\49018.wav
Anger,EmoDSc_Aumentado\17076.wav
Disgust,EmoDSc_Aumentado\40557.wav
Happiness,EmoDSc_Aumentado\16796.wav
Fear,EmoDSc_Aumentado\6479.wav
Anger,EmoDSc_Aumentado\51820.wav
Anger,EmoDSc_Aumentado\24134.wav
Fear,EmoDSc_Aumentado\6548.wav
Neutral,EmoDSc_Aumentado\32446.wav
Neutral,EmoDSc_Aumentado\48115.wav
Fear,EmoDSc_Aumentado\20562.wav
Anger,EmoDSc_Aumentado\46921.wav
Surprise,EmoDSc_Aumentado\20526.wav
Neutral,EmoDSc_Aumentado\29719.wav
Sadness,EmoDSc_Aumentado\6668.wav
Anger,EmoDSc_Aumentado\51171.wav
Happiness,EmoDSc_Aumentado\7584.wav
Sadness,EmoDSc_Aumentado\9388.wav
Happiness,EmoDSc_Aumentado\894.wav
Sadness,EmoDSc_Aumentado\16989.wav
Disgust,EmoDSc_Aumentado\42098.wav
Sadness,EmoDSc_Aumentado\37466.wav
Disgust,EmoDSc_Aumentado\5009.wav
Sadness,EmoDSc_Aumentado\49171.wav
Disgust,EmoDSc_Aumentado\54175.wav
Fear,EmoDSc_Aumentado\44725.wav
Happiness,EmoDSc_Aumentado\27675.wav
Surprise,EmoDSc_Aumentado\41360.wav
Happiness,EmoDSc_Aumentado\6342.wav
Surprise,EmoDSc_Aumentado\42482.wav
Surprise,EmoDSc_Aumentado\34485.wav
Fear,EmoDSc_Aumentado\25830.wav
Happiness,EmoDSc_Aumentado\22080.wav
Neutral,EmoDSc_Aumentado\50679.wav
Anger,EmoDSc_Aumentado\51302.wav
Disgust,EmoDSc_Aumentado\39952.wav
Neutral,EmoDSc_Aumentado\37375.wav
Fear,EmoDSc_Aumentado\46039.wav
Neutral,EmoDSc_Aumentado\55064.wav
Fear,EmoDSc_Aumentado\15171.wav
Surprise,EmoDSc_Aumentado\20012.wav
Neutral,EmoDSc_Aumentado\21407.wav
Surprise,EmoDSc_Aumentado\45718.wav
Anger,EmoDSc_Aumentado\30312.wav
Disgust,EmoDSc_Aumentado\21823.wav
Disgust,EmoDSc_Aumentado\8441.wav
Disgust,EmoDSc_Aumentado\39773.wav
Neutral,EmoDSc_Aumentado\38447.wav
Fear,EmoDSc_Aumentado\33524.wav
Anger,EmoDSc_Aumentado\54986.wav
Disgust,EmoDSc_Aumentado\26483.wav
Sadness,EmoDSc_Aumentado\43585.wav
Surprise,EmoDSc_Aumentado\26949.wav
Anger,EmoDSc_Aumentado\45586.wav
Disgust,EmoDSc_Aumentado\42575.wav
Happiness,EmoDSc_Aumentado\8326.wav
Sadness,EmoDSc_Aumentado\22929.wav
Neutral,EmoDSc_Aumentado\52530.wav
Disgust,EmoDSc_Aumentado\30289.wav
Sadness,EmoDSc_Aumentado\7057.wav
Surprise,EmoDSc_Aumentado\47248.wav
Surprise,EmoDSc_Aumentado\24444.wav
Disgust,EmoDSc_Aumentado\9399.wav
Happiness,EmoDSc_Aumentado\53092.wav
Surprise,EmoDSc_Aumentado\31042.wav
Happiness,EmoDSc_Aumentado\37593.wav
Fear,EmoDSc_Aumentado\16997.wav
Disgust,EmoDSc_Aumentado\48339.wav
Surprise,EmoDSc_Aumentado\6664.wav
Disgust,EmoDSc_Aumentado\9238.wav
Sadness,EmoDSc_Aumentado\42474.wav
Surprise,EmoDSc_Aumentado\28887.wav
Anger,EmoDSc_Aumentado\976.wav
Surprise,EmoDSc_Aumentado\25624.wav
Neutral,EmoDSc_Aumentado\48722.wav
Anger,EmoDSc_Aumentado\19142.wav
Sadness,EmoDSc_Aumentado\53316.wav
Disgust,EmoDSc_Aumentado\50382.wav
Neutral,EmoDSc_Aumentado\56802.wav
Fear,EmoDSc_Aumentado\13348.wav
Surprise,EmoDSc_Aumentado\35823.wav
Neutral,EmoDSc_Aumentado\41926.wav
Happiness,EmoDSc_Aumentado\4607.wav
Happiness,EmoDSc_Aumentado\37719.wav
Sadness,EmoDSc_Aumentado\26941.wav
Neutral,EmoDSc_Aumentado\41181.wav
Disgust,EmoDSc_Aumentado\30019.wav
Disgust,EmoDSc_Aumentado\17959.wav
Sadness,EmoDSc_Aumentado\42660.wav
Sadness,EmoDSc_Aumentado\49182.wav
Fear,EmoDSc_Aumentado\7982.wav
Happiness,EmoDSc_Aumentado\1082.wav
Anger,EmoDSc_Aumentado\465.wav
Surprise,EmoDSc_Aumentado\56948.wav
Happiness,EmoDSc_Aumentado\37595.wav
Sadness,EmoDSc_Aumentado\15074.wav
Neutral,EmoDSc_Aumentado\52214.wav
Fear,EmoDSc_Aumentado\44797.wav
Disgust,EmoDSc_Aumentado\44023.wav
Sadness,EmoDSc_Aumentado\35742.wav
Neutral,EmoDSc_Aumentado\25528.wav
Sadness,EmoDSc_Aumentado\54618.wav
Disgust,EmoDSc_Aumentado\6644.wav
Happiness,EmoDSc_Aumentado\28299.wav
Anger,EmoDSc_Aumentado\9775.wav
Surprise,EmoDSc_Aumentado\33947.wav
Neutral,EmoDSc_Aumentado\34567.wav
Sadness,EmoDSc_Aumentado\32933.wav
Fear,EmoDSc_Aumentado\15301.wav
Fear,EmoDSc_Aumentado\56912.wav
Surprise,EmoDSc_Aumentado\27787.wav
Sadness,EmoDSc_Aumentado\39665.wav
Neutral,EmoDSc_Aumentado\32099.wav
Sadness,EmoDSc_Aumentado\6674.wav
Happiness,EmoDSc_Aumentado\35524.wav
Fear,EmoDSc_Aumentado\4510.wav
Surprise,EmoDSc_Aumentado\52710.wav
Sadness,EmoDSc_Aumentado\45473.wav
Happiness,EmoDSc_Aumentado\49130.wav
Happiness,EmoDSc_Aumentado\51594.wav
Fear,EmoDSc_Aumentado\19720.wav
Happiness,EmoDSc_Aumentado\6936.wav
Disgust,EmoDSc_Aumentado\7054.wav
Sadness,EmoDSc_Aumentado\44182.wav
Disgust,EmoDSc_Aumentado\4910.wav
Sadness,EmoDSc_Aumentado\14176.wav
Disgust,EmoDSc_Aumentado\22599.wav
Surprise,EmoDSc_Aumentado\24941.wav
Sadness,EmoDSc_Aumentado\9797.wav
Happiness,EmoDSc_Aumentado\24266.wav
Sadness,EmoDSc_Aumentado\49251.wav
Happiness,EmoDSc_Aumentado\36518.wav
Disgust,EmoDSc_Aumentado\44522.wav
Fear,EmoDSc_Aumentado\43397.wav
Anger,EmoDSc_Aumentado\3187.wav
Fear,EmoDSc_Aumentado\41570.wav
Neutral,EmoDSc_Aumentado\46209.wav
Anger,EmoDSc_Aumentado\31972.wav
Surprise,EmoDSc_Aumentado\12452.wav
Neutral,EmoDSc_Aumentado\9622.wav
Neutral,EmoDSc_Aumentado\2812.wav
Fear,EmoDSc_Aumentado\39029.wav
Neutral,EmoDSc_Aumentado\33148.wav
Neutral,EmoDSc_Aumentado\33187.wav
Anger,EmoDSc_Aumentado\41785.wav
Neutral,EmoDSc_Aumentado\6987.wav
Surprise,EmoDSc_Aumentado\12730.wav
Neutral,EmoDSc_Aumentado\54727.wav
Surprise,EmoDSc_Aumentado\55835.wav
Neutral,EmoDSc_Aumentado\56385.wav
Surprise,EmoDSc_Aumentado\21746.wav
Neutral,EmoDSc_Aumentado\9526.wav
Surprise,EmoDSc_Aumentado\47386.wav
Disgust,EmoDSc_Aumentado\31030.wav
Disgust,EmoDSc_Aumentado\31748.wav
Neutral,EmoDSc_Aumentado\2900.wav
Fear,EmoDSc_Aumentado\7249.wav
Neutral,EmoDSc_Aumentado\2890.wav
Anger,EmoDSc_Aumentado\21490.wav
Surprise,EmoDSc_Aumentado\32299.wav
Disgust,EmoDSc_Aumentado\6491.wav
Surprise,EmoDSc_Aumentado\41708.wav
Happiness,EmoDSc_Aumentado\49824.wav
Surprise,EmoDSc_Aumentado\8174.wav
Sadness,EmoDSc_Aumentado\44320.wav
Anger,EmoDSc_Aumentado\33422.wav
Surprise,EmoDSc_Aumentado\50655.wav
Fear,EmoDSc_Aumentado\10103.wav
Sadness,EmoDSc_Aumentado\54794.wav
Anger,EmoDSc_Aumentado\26699.wav
Sadness,EmoDSc_Aumentado\6746.wav
Fear,EmoDSc_Aumentado\35304.wav
Surprise,EmoDSc_Aumentado\31127.wav
Happiness,EmoDSc_Aumentado\40390.wav
Neutral,EmoDSc_Aumentado\32845.wav
Neutral,EmoDSc_Aumentado\43362.wav
Disgust,EmoDSc_Aumentado\7402.wav
Disgust,EmoDSc_Aumentado\43336.wav
Neutral,EmoDSc_Aumentado\52046.wav
Neutral,EmoDSc_Aumentado\39505.wav
Disgust,EmoDSc_Aumentado\638.wav
Neutral,EmoDSc_Aumentado\43804.wav
Happiness,EmoDSc_Aumentado\43242.wav
Anger,EmoDSc_Aumentado\49032.wav
Anger,EmoDSc_Aumentado\57152.wav
Sadness,EmoDSc_Aumentado\38028.wav
Disgust,EmoDSc_Aumentado\17930.wav
Neutral,EmoDSc_Aumentado\10062.wav
Happiness,EmoDSc_Aumentado\2226.wav
Happiness,EmoDSc_Aumentado\6401.wav
Happiness,EmoDSc_Aumentado\3254.wav
Happiness,EmoDSc_Aumentado\19203.wav
Disgust,EmoDSc_Aumentado\4522.wav
Sadness,EmoDSc_Aumentado\3442.wav
Surprise,EmoDSc_Aumentado\44684.wav
Anger,EmoDSc_Aumentado\3799.wav
Fear,EmoDSc_Aumentado\46456.wav
Disgust,EmoDSc_Aumentado\25596.wav
Anger,EmoDSc_Aumentado\24309.wav
Neutral,EmoDSc_Aumentado\34966.wav
Fear,EmoDSc_Aumentado\28646.wav
Surprise,EmoDSc_Aumentado\44274.wav
Disgust,EmoDSc_Aumentado\46506.wav
Neutral,EmoDSc_Aumentado\55676.wav
Disgust,EmoDSc_Aumentado\37034.wav
Surprise,EmoDSc_Aumentado\32320.wav
Sadness,EmoDSc_Aumentado\26368.wav
Disgust,EmoDSc_Aumentado\20242.wav
Happiness,EmoDSc_Aumentado\26938.wav
Neutral,EmoDSc_Aumentado\111.wav
Sadness,EmoDSc_Aumentado\53958.wav
Sadness,EmoDSc_Aumentado\31383.wav
Anger,EmoDSc_Aumentado\13584.wav
Sadness,EmoDSc_Aumentado\4714.wav
Happiness,EmoDSc_Aumentado\8270.wav
Neutral,EmoDSc_Aumentado\47655.wav
Fear,EmoDSc_Aumentado\32985.wav
Surprise,EmoDSc_Aumentado\6101.wav
Disgust,EmoDSc_Aumentado\6910.wav
Fear,EmoDSc_Aumentado\35782.wav
Surprise,EmoDSc_Aumentado\27254.wav
Neutral,EmoDSc_Aumentado\38342.wav
Fear,EmoDSc_Aumentado\24063.wav
Happiness,EmoDSc_Aumentado\43311.wav
Happiness,EmoDSc_Aumentado\52010.wav
Fear,EmoDSc_Aumentado\22308.wav
Fear,EmoDSc_Aumentado\55905.wav
Sadness,EmoDSc_Aumentado\30511.wav
Happiness,EmoDSc_Aumentado\19649.wav
Disgust,EmoDSc_Aumentado\20240.wav
Anger,EmoDSc_Aumentado\19356.wav
Fear,EmoDSc_Aumentado\29965.wav
Surprise,EmoDSc_Aumentado\31561.wav
Surprise,EmoDSc_Aumentado\29249.wav
Happiness,EmoDSc_Aumentado\3415.wav
Surprise,EmoDSc_Aumentado\54227.wav
Fear,EmoDSc_Aumentado\12234.wav
Fear,EmoDSc_Aumentado\13099.wav
Happiness,EmoDSc_Aumentado\28080.wav
Neutral,EmoDSc_Aumentado\50697.wav
Disgust,EmoDSc_Aumentado\26768.wav
Neutral,EmoDSc_Aumentado\13789.wav
Neutral,EmoDSc_Aumentado\12114.wav
Anger,EmoDSc_Aumentado\49577.wav
Surprise,EmoDSc_Aumentado\13153.wav
Disgust,EmoDSc_Aumentado\56895.wav
Surprise,EmoDSc_Aumentado\52876.wav
Surprise,EmoDSc_Aumentado\40744.wav
Anger,EmoDSc_Aumentado\20018.wav
Anger,EmoDSc_Aumentado\341.wav
Neutral,EmoDSc_Aumentado\57146.wav
Anger,EmoDSc_Aumentado\53080.wav
Neutral,EmoDSc_Aumentado\41815.wav
Fear,EmoDSc_Aumentado\42302.wav
Fear,EmoDSc_Aumentado\50567.wav
Sadness,EmoDSc_Aumentado\16202.wav
Disgust,EmoDSc_Aumentado\14472.wav
Anger,EmoDSc_Aumentado\52575.wav
Fear,EmoDSc_Aumentado\38212.wav
Sadness,EmoDSc_Aumentado\36252.wav
Fear,EmoDSc_Aumentado\48161.wav
Surprise,EmoDSc_Aumentado\19850.wav
Surprise,EmoDSc_Aumentado\16792.wav
Neutral,EmoDSc_Aumentado\19221.wav
Surprise,EmoDSc_Aumentado\20055.wav
Anger,EmoDSc_Aumentado\40912.wav
Happiness,EmoDSc_Aumentado\43278.wav
Disgust,EmoDSc_Aumentado\38521.wav
Neutral,EmoDSc_Aumentado\6512.wav
Sadness,EmoDSc_Aumentado\7506.wav
Fear,EmoDSc_Aumentado\14456.wav
Neutral,EmoDSc_Aumentado\34601.wav
Fear,EmoDSc_Aumentado\21561.wav
Anger,EmoDSc_Aumentado\55248.wav
Neutral,EmoDSc_Aumentado\34635.wav
Surprise,EmoDSc_Aumentado\22738.wav
Anger,EmoDSc_Aumentado\25886.wav
Happiness,EmoDSc_Aumentado\45289.wav
Sadness,EmoDSc_Aumentado\2149.wav
Happiness,EmoDSc_Aumentado\29551.wav
Fear,EmoDSc_Aumentado\7271.wav
Anger,EmoDSc_Aumentado\5497.wav
Anger,EmoDSc_Aumentado\44198.wav
Anger,EmoDSc_Aumentado\51208.wav
Happiness,EmoDSc_Aumentado\42257.wav
Anger,EmoDSc_Aumentado\25986.wav
Surprise,EmoDSc_Aumentado\38825.wav
Sadness,EmoDSc_Aumentado\56599.wav
Surprise,EmoDSc_Aumentado\6010.wav
Disgust,EmoDSc_Aumentado\26970.wav
Disgust,EmoDSc_Aumentado\47508.wav
Anger,EmoDSc_Aumentado\15982.wav
Fear,EmoDSc_Aumentado\5698.wav
Anger,EmoDSc_Aumentado\28341.wav
Sadness,EmoDSc_Aumentado\36834.wav
Sadness,EmoDSc_Aumentado\15043.wav
Sadness,EmoDSc_Aumentado\4198.wav
Sadness,EmoDSc_Aumentado\3836.wav
Happiness,EmoDSc_Aumentado\50580.wav
Disgust,EmoDSc_Aumentado\32968.wav
Happiness,EmoDSc_Aumentado\1600.wav
Disgust,EmoDSc_Aumentado\9133.wav
Disgust,EmoDSc_Aumentado\49283.wav
Surprise,EmoDSc_Aumentado\44652.wav
Happiness,EmoDSc_Aumentado\15195.wav
Surprise,EmoDSc_Aumentado\45494.wav
Neutral,EmoDSc_Aumentado\16511.wav
Happiness,EmoDSc_Aumentado\54441.wav
Surprise,EmoDSc_Aumentado\20462.wav
Sadness,EmoDSc_Aumentado\46806.wav
Disgust,EmoDSc_Aumentado\16089.wav
Disgust,EmoDSc_Aumentado\48090.wav
Sadness,EmoDSc_Aumentado\17277.wav
Sadness,EmoDSc_Aumentado\3690.wav
Happiness,EmoDSc_Aumentado\49352.wav
Disgust,EmoDSc_Aumentado\48658.wav
Fear,EmoDSc_Aumentado\32110.wav
Disgust,EmoDSc_Aumentado\4138.wav
Anger,EmoDSc_Aumentado\50840.wav
Happiness,EmoDSc_Aumentado\30990.wav
Sadness,EmoDSc_Aumentado\19108.wav
Neutral,EmoDSc_Aumentado\4122.wav
Fear,EmoDSc_Aumentado\6569.wav
Fear,EmoDSc_Aumentado\38794.wav
Sadness,EmoDSc_Aumentado\13024.wav
Neutral,EmoDSc_Aumentado\39506.wav
Sadness,EmoDSc_Aumentado\10847.wav
Anger,EmoDSc_Aumentado\35089.wav
Fear,EmoDSc_Aumentado\34411.wav
Surprise,EmoDSc_Aumentado\30406.wav
Sadness,EmoDSc_Aumentado\53641.wav
Fear,EmoDSc_Aumentado\40731.wav
Happiness,EmoDSc_Aumentado\43404.wav
Surprise,EmoDSc_Aumentado\16885.wav
Anger,EmoDSc_Aumentado\50927.wav
Sadness,EmoDSc_Aumentado\1935.wav
Happiness,EmoDSc_Aumentado\42287.wav
Happiness,EmoDSc_Aumentado\10754.wav
Sadness,EmoDSc_Aumentado\47068.wav
Happiness,EmoDSc_Aumentado\34306.wav
Neutral,EmoDSc_Aumentado\1701.wav
Disgust,EmoDSc_Aumentado\42774.wav
Neutral,EmoDSc_Aumentado\48509.wav
Fear,EmoDSc_Aumentado\35201.wav
Fear,EmoDSc_Aumentado\35150.wav
Anger,EmoDSc_Aumentado\10316.wav
Sadness,EmoDSc_Aumentado\47071.wav
Neutral,EmoDSc_Aumentado\600.wav
Neutral,EmoDSc_Aumentado\9015.wav
Neutral,EmoDSc_Aumentado\43073.wav
Surprise,EmoDSc_Aumentado\23941.wav
Neutral,EmoDSc_Aumentado\20649.wav
Neutral,EmoDSc_Aumentado\30631.wav
Anger,EmoDSc_Aumentado\15341.wav
Anger,EmoDSc_Aumentado\39712.wav
Neutral,EmoDSc_Aumentado\30458.wav
Sadness,EmoDSc_Aumentado\38641.wav
Sadness,EmoDSc_Aumentado\36823.wav
Fear,EmoDSc_Aumentado\691.wav
Sadness,EmoDSc_Aumentado\39331.wav
Anger,EmoDSc_Aumentado\36382.wav
Neutral,EmoDSc_Aumentado\42350.wav
Disgust,EmoDSc_Aumentado\529.wav
Fear,EmoDSc_Aumentado\25695.wav
Neutral,EmoDSc_Aumentado\12095.wav
Sadness,EmoDSc_Aumentado\44026.wav
Happiness,EmoDSc_Aumentado\26107.wav
Happiness,EmoDSc_Aumentado\54252.wav
Fear,EmoDSc_Aumentado\25444.wav
Anger,EmoDSc_Aumentado\34649.wav
Happiness,EmoDSc_Aumentado\20680.wav
Happiness,EmoDSc_Aumentado\46272.wav
Anger,EmoDSc_Aumentado\14181.wav
Neutral,EmoDSc_Aumentado\1426.wav
Anger,EmoDSc_Aumentado\23018.wav
Neutral,EmoDSc_Aumentado\56518.wav
Neutral,EmoDSc_Aumentado\55730.wav
Anger,EmoDSc_Aumentado\40752.wav
Surprise,EmoDSc_Aumentado\32903.wav
Surprise,EmoDSc_Aumentado\34356.wav
Sadness,EmoDSc_Aumentado\22341.wav
Anger,EmoDSc_Aumentado\24133.wav
Fear,EmoDSc_Aumentado\54128.wav
Disgust,EmoDSc_Aumentado\18830.wav
Neutral,EmoDSc_Aumentado\21909.wav
Disgust,EmoDSc_Aumentado\21900.wav
Disgust,EmoDSc_Aumentado\1908.wav
Surprise,EmoDSc_Aumentado\22076.wav
Neutral,EmoDSc_Aumentado\34184.wav
Neutral,EmoDSc_Aumentado\15101.wav
Happiness,EmoDSc_Aumentado\26362.wav
Happiness,EmoDSc_Aumentado\39766.wav
Disgust,EmoDSc_Aumentado\21033.wav
Fear,EmoDSc_Aumentado\23555.wav
Anger,EmoDSc_Aumentado\783.wav
Surprise,EmoDSc_Aumentado\56545.wav
Disgust,EmoDSc_Aumentado\35690.wav
Disgust,EmoDSc_Aumentado\23341.wav
Surprise,EmoDSc_Aumentado\32420.wav
Neutral,EmoDSc_Aumentado\39015.wav
Neutral,EmoDSc_Aumentado\10155.wav
Neutral,EmoDSc_Aumentado\43985.wav
Happiness,EmoDSc_Aumentado\34443.wav
Surprise,EmoDSc_Aumentado\40634.wav
Disgust,EmoDSc_Aumentado\18189.wav
Happiness,EmoDSc_Aumentado\7023.wav
Neutral,EmoDSc_Aumentado\45605.wav
Anger,EmoDSc_Aumentado\13127.wav
Surprise,EmoDSc_Aumentado\24101.wav
Neutral,EmoDSc_Aumentado\39923.wav
Sadness,EmoDSc_Aumentado\9225.wav
Sadness,EmoDSc_Aumentado\34796.wav
Neutral,EmoDSc_Aumentado\6279.wav
Sadness,EmoDSc_Aumentado\29842.wav
Disgust,EmoDSc_Aumentado\36641.wav
Fear,EmoDSc_Aumentado\34756.wav
Neutral,EmoDSc_Aumentado\38762.wav
Neutral,EmoDSc_Aumentado\4229.wav
Fear,EmoDSc_Aumentado\38328.wav
Disgust,EmoDSc_Aumentado\22072.wav
Fear,EmoDSc_Aumentado\14079.wav
Neutral,EmoDSc_Aumentado\6685.wav
Happiness,EmoDSc_Aumentado\47042.wav
Happiness,EmoDSc_Aumentado\38554.wav
Anger,EmoDSc_Aumentado\28797.wav
Fear,EmoDSc_Aumentado\20886.wav
Sadness,EmoDSc_Aumentado\20433.wav
Neutral,EmoDSc_Aumentado\23378.wav
Anger,EmoDSc_Aumentado\4115.wav
Happiness,EmoDSc_Aumentado\45287.wav
Neutral,EmoDSc_Aumentado\19124.wav
Disgust,EmoDSc_Aumentado\26314.wav
Anger,EmoDSc_Aumentado\53130.wav
Neutral,EmoDSc_Aumentado\11005.wav
Anger,EmoDSc_Aumentado\52159.wav
Sadness,EmoDSc_Aumentado\48256.wav
Sadness,EmoDSc_Aumentado\57082.wav
Anger,EmoDSc_Aumentado\34001.wav
Surprise,EmoDSc_Aumentado\41147.wav
Neutral,EmoDSc_Aumentado\16594.wav
Fear,EmoDSc_Aumentado\51657.wav
Disgust,EmoDSc_Aumentado\2484.wav
Happiness,EmoDSc_Aumentado\5835.wav
Surprise,EmoDSc_Aumentado\17889.wav
Neutral,EmoDSc_Aumentado\22338.wav
Fear,EmoDSc_Aumentado\49921.wav
Happiness,EmoDSc_Aumentado\9841.wav
Disgust,EmoDSc_Aumentado\19314.wav
Sadness,EmoDSc_Aumentado\34069.wav
Sadness,EmoDSc_Aumentado\42329.wav
Disgust,EmoDSc_Aumentado\52629.wav
Neutral,EmoDSc_Aumentado\10354.wav
Happiness,EmoDSc_Aumentado\17730.wav
Surprise,EmoDSc_Aumentado\48024.wav
Fear,EmoDSc_Aumentado\50406.wav
Neutral,EmoDSc_Aumentado\22312.wav
Anger,EmoDSc_Aumentado\34145.wav
Neutral,EmoDSc_Aumentado\45405.wav
Anger,EmoDSc_Aumentado\42105.wav
Anger,EmoDSc_Aumentado\48732.wav
Surprise,EmoDSc_Aumentado\10377.wav
Disgust,EmoDSc_Aumentado\16068.wav
Surprise,EmoDSc_Aumentado\49049.wav
Surprise,EmoDSc_Aumentado\35748.wav
Sadness,EmoDSc_Aumentado\30943.wav
Sadness,EmoDSc_Aumentado\16721.wav
Happiness,EmoDSc_Aumentado\42199.wav
Disgust,EmoDSc_Aumentado\5934.wav
Fear,EmoDSc_Aumentado\57017.wav
Sadness,EmoDSc_Aumentado\29207.wav
Sadness,EmoDSc_Aumentado\55268.wav
Happiness,EmoDSc_Aumentado\22285.wav
Anger,EmoDSc_Aumentado\14910.wav
Neutral,EmoDSc_Aumentado\22834.wav
Anger,EmoDSc_Aumentado\30190.wav
Sadness,EmoDSc_Aumentado\49817.wav
Fear,EmoDSc_Aumentado\4261.wav
Anger,EmoDSc_Aumentado\30690.wav
Neutral,EmoDSc_Aumentado\24122.wav
Disgust,EmoDSc_Aumentado\54854.wav
Surprise,EmoDSc_Aumentado\10034.wav
Sadness,EmoDSc_Aumentado\19762.wav
Sadness,EmoDSc_Aumentado\38939.wav
Neutral,EmoDSc_Aumentado\11370.wav
Sadness,EmoDSc_Aumentado\29031.wav
Happiness,EmoDSc_Aumentado\32158.wav
Fear,EmoDSc_Aumentado\50482.wav
Anger,EmoDSc_Aumentado\53072.wav
Fear,EmoDSc_Aumentado\1607.wav
Surprise,EmoDSc_Aumentado\38856.wav
Happiness,EmoDSc_Aumentado\36564.wav
Surprise,EmoDSc_Aumentado\55922.wav
Happiness,EmoDSc_Aumentado\28600.wav
Neutral,EmoDSc_Aumentado\23867.wav
Anger,EmoDSc_Aumentado\34939.wav
Happiness,EmoDSc_Aumentado\22024.wav
Disgust,EmoDSc_Aumentado\25792.wav
Disgust,EmoDSc_Aumentado\4435.wav
Surprise,EmoDSc_Aumentado\41387.wav
Fear,EmoDSc_Aumentado\28167.wav
Happiness,EmoDSc_Aumentado\12006.wav
Anger,EmoDSc_Aumentado\21519.wav
Disgust,EmoDSc_Aumentado\37740.wav
Neutral,EmoDSc_Aumentado\35166.wav
Anger,EmoDSc_Aumentado\56203.wav
Disgust,EmoDSc_Aumentado\33621.wav
Anger,EmoDSc_Aumentado\44918.wav
Surprise,EmoDSc_Aumentado\41851.wav
Fear,EmoDSc_Aumentado\12927.wav
Happiness,EmoDSc_Aumentado\49286.wav
Surprise,EmoDSc_Aumentado\56878.wav
Anger,EmoDSc_Aumentado\28722.wav
Surprise,EmoDSc_Aumentado\44704.wav
Sadness,EmoDSc_Aumentado\46962.wav
Anger,EmoDSc_Aumentado\36431.wav
Anger,EmoDSc_Aumentado\23019.wav
Neutral,EmoDSc_Aumentado\24662.wav
Anger,EmoDSc_Aumentado\12373.wav
Disgust,EmoDSc_Aumentado\17530.wav
Anger,EmoDSc_Aumentado\8723.wav
Surprise,EmoDSc_Aumentado\2876.wav
Disgust,EmoDSc_Aumentado\47797.wav
Disgust,EmoDSc_Aumentado\25042.wav
Disgust,EmoDSc_Aumentado\37349.wav
