Emotions,Path
Fear,EmoDSc_Aumentado\48.wav
Fear,EmoDSc_Aumentado\49.wav
Fear,EmoDSc_Aumentado\50.wav
Fear,EmoDSc_Aumentado\51.wav
Disgust,EmoDSc_Aumentado\52.wav
Disgust,EmoDSc_Aumentado\53.wav
Disgust,EmoDSc_Aumentado\54.wav
Disgust,EmoDSc_Aumentado\55.wav
Disgust,EmoDSc_Aumentado\56.wav
Disgust,EmoDSc_Aumentado\57.wav
Disgust,EmoDSc_Aumentado\58.wav
Disgust,EmoDSc_Aumentado\59.wav
Happiness,EmoDSc_Aumentado\60.wav
Happiness,EmoDSc_Aumentado\61.wav
Happiness,EmoDSc_Aumentado\62.wav
Happiness,EmoDSc_Aumentado\63.wav
Surprise,EmoDSc_Aumentado\64.wav
Surprise,EmoDSc_Aumentado\65.wav
Surprise,EmoDSc_Aumentado\66.wav
Surprise,EmoDSc_Aumentado\67.wav
Neutral,EmoDSc_Aumentado\68.wav
Neutral,EmoDSc_Aumentado\69.wav
Neutral,EmoDSc_Aumentado\70.wav
Neutral,EmoDSc_Aumentado\71.wav
Neutral,EmoDSc_Aumentado\72.wav
Neutral,EmoDSc_Aumentado\73.wav
Neutral,EmoDSc_Aumentado\74.wav
Neutral,EmoDSc_Aumentado\75.wav
Neutral,EmoDSc_Aumentado\76.wav
Neutral,EmoDSc_Aumentado\77.wav
Neutral,EmoDSc_Aumentado\78.wav
Neutral,EmoDSc_Aumentado\79.wav
Fear,EmoDSc_Aumentado\80.wav
Fear,EmoDSc_Aumentado\81.wav
Fear,EmoDSc_Aumentado\82.wav
Fear,EmoDSc_Aumentado\83.wav
Sadness,EmoDSc_Aumentado\84.wav
Sadness,EmoDSc_Aumentado\85.wav
Sadness,EmoDSc_Aumentado\86.wav
Sadness,EmoDSc_Aumentado\87.wav
Fear,EmoDSc_Aumentado\88.wav
Fear,EmoDSc_Aumentado\89.wav
Fear,EmoDSc_Aumentado\90.wav
Fear,EmoDSc_Aumentado\91.wav
Fear,EmoDSc_Aumentado\92.wav
Fear,EmoDSc_Aumentado\93.wav
Fear,EmoDSc_Aumentado\94.wav
Fear,EmoDSc_Aumentado\95.wav
Sadness,EmoDSc_Aumentado\96.wav
Sadness,EmoDSc_Aumentado\97.wav
Sadness,EmoDSc_Aumentado\98.wav
Sadness,EmoDSc_Aumentado\99.wav
Neutral,EmoDSc_Aumentado\100.wav
Neutral,EmoDSc_Aumentado\101.wav
Neutral,EmoDSc_Aumentado\102.wav
Neutral,EmoDSc_Aumentado\103.wav
Anger,EmoDSc_Aumentado\104.wav
Anger,EmoDSc_Aumentado\105.wav
Anger,EmoDSc_Aumentado\106.wav
Anger,EmoDSc_Aumentado\107.wav
Neutral,EmoDSc_Aumentado\108.wav
Neutral,EmoDSc_Aumentado\109.wav
Neutral,EmoDSc_Aumentado\110.wav
Neutral,EmoDSc_Aumentado\111.wav
Sadness,EmoDSc_Aumentado\112.wav
Sadness,EmoDSc_Aumentado\113.wav
Sadness,EmoDSc_Aumentado\114.wav
Sadness,EmoDSc_Aumentado\115.wav
Surprise,EmoDSc_Aumentado\116.wav
Surprise,EmoDSc_Aumentado\117.wav
Surprise,EmoDSc_Aumentado\118.wav
Surprise,EmoDSc_Aumentado\119.wav
Anger,EmoDSc_Aumentado\120.wav
Anger,EmoDSc_Aumentado\121.wav
Anger,EmoDSc_Aumentado\122.wav
Anger,EmoDSc_Aumentado\123.wav
Anger,EmoDSc_Aumentado\124.wav
Anger,EmoDSc_Aumentado\125.wav
Anger,EmoDSc_Aumentado\126.wav
Anger,EmoDSc_Aumentado\127.wav
Surprise,EmoDSc_Aumentado\128.wav
Surprise,EmoDSc_Aumentado\129.wav
Surprise,EmoDSc_Aumentado\130.wav
Surprise,EmoDSc_Aumentado\131.wav
Surprise,EmoDSc_Aumentado\132.wav
Surprise,EmoDSc_Aumentado\133.wav
Surprise,EmoDSc_Aumentado\134.wav
Surprise,EmoDSc_Aumentado\135.wav
Fear,EmoDSc_Aumentado\136.wav
Fear,EmoDSc_Aumentado\137.wav
Fear,EmoDSc_Aumentado\138.wav
Fear,EmoDSc_Aumentado\139.wav
Disgust,EmoDSc_Aumentado\140.wav
Disgust,EmoDSc_Aumentado\141.wav
Disgust,EmoDSc_Aumentado\142.wav
Disgust,EmoDSc_Aumentado\143.wav
Fear,EmoDSc_Aumentado\144.wav
Fear,EmoDSc_Aumentado\145.wav
Fear,EmoDSc_Aumentado\146.wav
Fear,EmoDSc_Aumentado\147.wav
Sadness,EmoDSc_Aumentado\148.wav
Sadness,EmoDSc_Aumentado\149.wav
Sadness,EmoDSc_Aumentado\150.wav
Sadness,EmoDSc_Aumentado\151.wav
Disgust,EmoDSc_Aumentado\152.wav
Disgust,EmoDSc_Aumentado\153.wav
Disgust,EmoDSc_Aumentado\154.wav
Disgust,EmoDSc_Aumentado\155.wav
Surprise,EmoDSc_Aumentado\156.wav
Surprise,EmoDSc_Aumentado\157.wav
Surprise,EmoDSc_Aumentado\158.wav
Surprise,EmoDSc_Aumentado\159.wav
Anger,EmoDSc_Aumentado\160.wav
Anger,EmoDSc_Aumentado\161.wav
Anger,EmoDSc_Aumentado\162.wav
Anger,EmoDSc_Aumentado\163.wav
Surprise,EmoDSc_Aumentado\164.wav
Surprise,EmoDSc_Aumentado\165.wav
Surprise,EmoDSc_Aumentado\166.wav
Surprise,EmoDSc_Aumentado\167.wav
Disgust,EmoDSc_Aumentado\168.wav
Disgust,EmoDSc_Aumentado\169.wav
Disgust,EmoDSc_Aumentado\170.wav
Disgust,EmoDSc_Aumentado\171.wav
Anger,EmoDSc_Aumentado\172.wav
Anger,EmoDSc_Aumentado\173.wav
Anger,EmoDSc_Aumentado\174.wav
Anger,EmoDSc_Aumentado\175.wav
Fear,EmoDSc_Aumentado\176.wav
Fear,EmoDSc_Aumentado\177.wav
Fear,EmoDSc_Aumentado\178.wav
Fear,EmoDSc_Aumentado\179.wav
Sadness,EmoDSc_Aumentado\180.wav
Sadness,EmoDSc_Aumentado\181.wav
Sadness,EmoDSc_Aumentado\182.wav
Sadness,EmoDSc_Aumentado\183.wav
Fear,EmoDSc_Aumentado\184.wav
Fear,EmoDSc_Aumentado\185.wav
Fear,EmoDSc_Aumentado\186.wav
Fear,EmoDSc_Aumentado\187.wav
Disgust,EmoDSc_Aumentado\188.wav
Disgust,EmoDSc_Aumentado\189.wav
Disgust,EmoDSc_Aumentado\190.wav
Disgust,EmoDSc_Aumentado\191.wav
Fear,EmoDSc_Aumentado\192.wav
Fear,EmoDSc_Aumentado\193.wav
Fear,EmoDSc_Aumentado\194.wav
Fear,EmoDSc_Aumentado\195.wav
Happiness,EmoDSc_Aumentado\196.wav
Happiness,EmoDSc_Aumentado\197.wav
Happiness,EmoDSc_Aumentado\198.wav
Happiness,EmoDSc_Aumentado\199.wav
Happiness,EmoDSc_Aumentado\200.wav
Happiness,EmoDSc_Aumentado\201.wav
Happiness,EmoDSc_Aumentado\202.wav
Happiness,EmoDSc_Aumentado\203.wav
Surprise,EmoDSc_Aumentado\204.wav
Surprise,EmoDSc_Aumentado\205.wav
Surprise,EmoDSc_Aumentado\206.wav
Surprise,EmoDSc_Aumentado\207.wav
Sadness,EmoDSc_Aumentado\208.wav
Sadness,EmoDSc_Aumentado\209.wav
Sadness,EmoDSc_Aumentado\210.wav
Sadness,EmoDSc_Aumentado\211.wav
Fear,EmoDSc_Aumentado\212.wav
Fear,EmoDSc_Aumentado\213.wav
Fear,EmoDSc_Aumentado\214.wav
Fear,EmoDSc_Aumentado\215.wav
Fear,EmoDSc_Aumentado\216.wav
Fear,EmoDSc_Aumentado\217.wav
Fear,EmoDSc_Aumentado\218.wav
Fear,EmoDSc_Aumentado\219.wav
Neutral,EmoDSc_Aumentado\220.wav
Neutral,EmoDSc_Aumentado\221.wav
Neutral,EmoDSc_Aumentado\222.wav
Neutral,EmoDSc_Aumentado\223.wav
Fear,EmoDSc_Aumentado\224.wav
Fear,EmoDSc_Aumentado\225.wav
Fear,EmoDSc_Aumentado\226.wav
Fear,EmoDSc_Aumentado\227.wav
Sadness,EmoDSc_Aumentado\228.wav
Sadness,EmoDSc_Aumentado\229.wav
Sadness,EmoDSc_Aumentado\230.wav
Sadness,EmoDSc_Aumentado\231.wav
Happiness,EmoDSc_Aumentado\232.wav
Happiness,EmoDSc_Aumentado\233.wav
Happiness,EmoDSc_Aumentado\234.wav
Happiness,EmoDSc_Aumentado\235.wav
Surprise,EmoDSc_Aumentado\236.wav
Surprise,EmoDSc_Aumentado\237.wav
Surprise,EmoDSc_Aumentado\238.wav
Surprise,EmoDSc_Aumentado\239.wav
Anger,EmoDSc_Aumentado\240.wav
Anger,EmoDSc_Aumentado\241.wav
Anger,EmoDSc_Aumentado\242.wav
Anger,EmoDSc_Aumentado\243.wav
Neutral,EmoDSc_Aumentado\244.wav
Neutral,EmoDSc_Aumentado\245.wav
Neutral,EmoDSc_Aumentado\246.wav
Neutral,EmoDSc_Aumentado\247.wav
Fear,EmoDSc_Aumentado\248.wav
Fear,EmoDSc_Aumentado\249.wav
Fear,EmoDSc_Aumentado\250.wav
Fear,EmoDSc_Aumentado\251.wav
Neutral,EmoDSc_Aumentado\252.wav
Neutral,EmoDSc_Aumentado\253.wav
Neutral,EmoDSc_Aumentado\254.wav
Neutral,EmoDSc_Aumentado\255.wav
Sadness,EmoDSc_Aumentado\256.wav
Sadness,EmoDSc_Aumentado\257.wav
Sadness,EmoDSc_Aumentado\258.wav
Sadness,EmoDSc_Aumentado\259.wav
Disgust,EmoDSc_Aumentado\260.wav
Disgust,EmoDSc_Aumentado\261.wav
Disgust,EmoDSc_Aumentado\262.wav
Disgust,EmoDSc_Aumentado\263.wav
Fear,EmoDSc_Aumentado\264.wav
Fear,EmoDSc_Aumentado\265.wav
Fear,EmoDSc_Aumentado\266.wav
Fear,EmoDSc_Aumentado\267.wav
Surprise,EmoDSc_Aumentado\268.wav
Surprise,EmoDSc_Aumentado\269.wav
Surprise,EmoDSc_Aumentado\270.wav
Surprise,EmoDSc_Aumentado\271.wav
Happiness,EmoDSc_Aumentado\272.wav
Happiness,EmoDSc_Aumentado\273.wav
Happiness,EmoDSc_Aumentado\274.wav
Happiness,EmoDSc_Aumentado\275.wav
Neutral,EmoDSc_Aumentado\276.wav
Neutral,EmoDSc_Aumentado\277.wav
Neutral,EmoDSc_Aumentado\278.wav
Neutral,EmoDSc_Aumentado\279.wav
Anger,EmoDSc_Aumentado\280.wav
Anger,EmoDSc_Aumentado\281.wav
Anger,EmoDSc_Aumentado\282.wav
Anger,EmoDSc_Aumentado\283.wav
Disgust,EmoDSc_Aumentado\284.wav
Disgust,EmoDSc_Aumentado\285.wav
Disgust,EmoDSc_Aumentado\286.wav
Disgust,EmoDSc_Aumentado\287.wav
Anger,EmoDSc_Aumentado\288.wav
Anger,EmoDSc_Aumentado\289.wav
Anger,EmoDSc_Aumentado\290.wav
Anger,EmoDSc_Aumentado\291.wav
Fear,EmoDSc_Aumentado\292.wav
Fear,EmoDSc_Aumentado\293.wav
Fear,EmoDSc_Aumentado\294.wav
Fear,EmoDSc_Aumentado\295.wav
Neutral,EmoDSc_Aumentado\296.wav
Neutral,EmoDSc_Aumentado\297.wav
Neutral,EmoDSc_Aumentado\298.wav
Neutral,EmoDSc_Aumentado\299.wav
Surprise,EmoDSc_Aumentado\300.wav
Surprise,EmoDSc_Aumentado\301.wav
Surprise,EmoDSc_Aumentado\302.wav
Surprise,EmoDSc_Aumentado\303.wav
Neutral,EmoDSc_Aumentado\304.wav
Neutral,EmoDSc_Aumentado\305.wav
Neutral,EmoDSc_Aumentado\306.wav
Neutral,EmoDSc_Aumentado\307.wav
Happiness,EmoDSc_Aumentado\308.wav
Happiness,EmoDSc_Aumentado\309.wav
Happiness,EmoDSc_Aumentado\310.wav
Happiness,EmoDSc_Aumentado\311.wav
Sadness,EmoDSc_Aumentado\312.wav
Sadness,EmoDSc_Aumentado\313.wav
Sadness,EmoDSc_Aumentado\314.wav
Sadness,EmoDSc_Aumentado\315.wav
Neutral,EmoDSc_Aumentado\316.wav
Neutral,EmoDSc_Aumentado\317.wav
Neutral,EmoDSc_Aumentado\318.wav
Neutral,EmoDSc_Aumentado\319.wav
Disgust,EmoDSc_Aumentado\320.wav
Disgust,EmoDSc_Aumentado\321.wav
Disgust,EmoDSc_Aumentado\322.wav
Disgust,EmoDSc_Aumentado\323.wav
Neutral,EmoDSc_Aumentado\324.wav
Neutral,EmoDSc_Aumentado\325.wav
Neutral,EmoDSc_Aumentado\326.wav
Neutral,EmoDSc_Aumentado\327.wav
Anger,EmoDSc_Aumentado\328.wav
Anger,EmoDSc_Aumentado\329.wav
Anger,EmoDSc_Aumentado\330.wav
Anger,EmoDSc_Aumentado\331.wav
Happiness,EmoDSc_Aumentado\332.wav
Happiness,EmoDSc_Aumentado\333.wav
Happiness,EmoDSc_Aumentado\334.wav
Happiness,EmoDSc_Aumentado\335.wav
Fear,EmoDSc_Aumentado\336.wav
Fear,EmoDSc_Aumentado\337.wav
Fear,EmoDSc_Aumentado\338.wav
Fear,EmoDSc_Aumentado\339.wav
Anger,EmoDSc_Aumentado\340.wav
Anger,EmoDSc_Aumentado\341.wav
Anger,EmoDSc_Aumentado\342.wav
Anger,EmoDSc_Aumentado\343.wav
Fear,EmoDSc_Aumentado\344.wav
Fear,EmoDSc_Aumentado\345.wav
Fear,EmoDSc_Aumentado\346.wav
Fear,EmoDSc_Aumentado\347.wav
Anger,EmoDSc_Aumentado\348.wav
Anger,EmoDSc_Aumentado\349.wav
Anger,EmoDSc_Aumentado\350.wav
Anger,EmoDSc_Aumentado\351.wav
Sadness,EmoDSc_Aumentado\352.wav
Sadness,EmoDSc_Aumentado\353.wav
Sadness,EmoDSc_Aumentado\354.wav
Sadness,EmoDSc_Aumentado\355.wav
Anger,EmoDSc_Aumentado\356.wav
Anger,EmoDSc_Aumentado\357.wav
Anger,EmoDSc_Aumentado\358.wav
Anger,EmoDSc_Aumentado\359.wav
Surprise,EmoDSc_Aumentado\360.wav
Surprise,EmoDSc_Aumentado\361.wav
Surprise,EmoDSc_Aumentado\362.wav
Surprise,EmoDSc_Aumentado\363.wav
Fear,EmoDSc_Aumentado\364.wav
Fear,EmoDSc_Aumentado\365.wav
Fear,EmoDSc_Aumentado\366.wav
Fear,EmoDSc_Aumentado\367.wav
Sadness,EmoDSc_Aumentado\368.wav
Sadness,EmoDSc_Aumentado\369.wav
Sadness,EmoDSc_Aumentado\370.wav
Sadness,EmoDSc_Aumentado\371.wav
Happiness,EmoDSc_Aumentado\372.wav
Happiness,EmoDSc_Aumentado\373.wav
Happiness,EmoDSc_Aumentado\374.wav
Happiness,EmoDSc_Aumentado\375.wav
Disgust,EmoDSc_Aumentado\376.wav
Disgust,EmoDSc_Aumentado\377.wav
Disgust,EmoDSc_Aumentado\378.wav
Disgust,EmoDSc_Aumentado\379.wav
Disgust,EmoDSc_Aumentado\380.wav
Disgust,EmoDSc_Aumentado\381.wav
Disgust,EmoDSc_Aumentado\382.wav
Disgust,EmoDSc_Aumentado\383.wav
Anger,EmoDSc_Aumentado\384.wav
Anger,EmoDSc_Aumentado\385.wav
Anger,EmoDSc_Aumentado\386.wav
Anger,EmoDSc_Aumentado\387.wav
Happiness,EmoDSc_Aumentado\388.wav
Happiness,EmoDSc_Aumentado\389.wav
Happiness,EmoDSc_Aumentado\390.wav
Happiness,EmoDSc_Aumentado\391.wav
Anger,EmoDSc_Aumentado\392.wav
Anger,EmoDSc_Aumentado\393.wav
Anger,EmoDSc_Aumentado\394.wav
Anger,EmoDSc_Aumentado\395.wav
Disgust,EmoDSc_Aumentado\396.wav
Disgust,EmoDSc_Aumentado\397.wav
Disgust,EmoDSc_Aumentado\398.wav
Disgust,EmoDSc_Aumentado\399.wav
Fear,EmoDSc_Aumentado\400.wav
Fear,EmoDSc_Aumentado\401.wav
Fear,EmoDSc_Aumentado\402.wav
Fear,EmoDSc_Aumentado\403.wav
Sadness,EmoDSc_Aumentado\404.wav
Sadness,EmoDSc_Aumentado\405.wav
Sadness,EmoDSc_Aumentado\406.wav
Sadness,EmoDSc_Aumentado\407.wav
Fear,EmoDSc_Aumentado\408.wav
Fear,EmoDSc_Aumentado\409.wav
Fear,EmoDSc_Aumentado\410.wav
Fear,EmoDSc_Aumentado\411.wav
Neutral,EmoDSc_Aumentado\412.wav
Neutral,EmoDSc_Aumentado\413.wav
Neutral,EmoDSc_Aumentado\414.wav
Neutral,EmoDSc_Aumentado\415.wav
Happiness,EmoDSc_Aumentado\416.wav
Happiness,EmoDSc_Aumentado\417.wav
Happiness,EmoDSc_Aumentado\418.wav
Happiness,EmoDSc_Aumentado\419.wav
Fear,EmoDSc_Aumentado\420.wav
Fear,EmoDSc_Aumentado\421.wav
Fear,EmoDSc_Aumentado\422.wav
Fear,EmoDSc_Aumentado\423.wav
Sadness,EmoDSc_Aumentado\424.wav
Sadness,EmoDSc_Aumentado\425.wav
Sadness,EmoDSc_Aumentado\426.wav
Sadness,EmoDSc_Aumentado\427.wav
Anger,EmoDSc_Aumentado\428.wav
Anger,EmoDSc_Aumentado\429.wav
Anger,EmoDSc_Aumentado\430.wav
Anger,EmoDSc_Aumentado\431.wav
Neutral,EmoDSc_Aumentado\432.wav
Neutral,EmoDSc_Aumentado\433.wav
Neutral,EmoDSc_Aumentado\434.wav
Neutral,EmoDSc_Aumentado\435.wav
Disgust,EmoDSc_Aumentado\436.wav
Disgust,EmoDSc_Aumentado\437.wav
Disgust,EmoDSc_Aumentado\438.wav
Disgust,EmoDSc_Aumentado\439.wav
Neutral,EmoDSc_Aumentado\440.wav
Neutral,EmoDSc_Aumentado\441.wav
Neutral,EmoDSc_Aumentado\442.wav
Neutral,EmoDSc_Aumentado\443.wav
Fear,EmoDSc_Aumentado\444.wav
Fear,EmoDSc_Aumentado\445.wav
Fear,EmoDSc_Aumentado\446.wav
Fear,EmoDSc_Aumentado\447.wav
Happiness,EmoDSc_Aumentado\448.wav
Happiness,EmoDSc_Aumentado\449.wav
Happiness,EmoDSc_Aumentado\450.wav
Happiness,EmoDSc_Aumentado\451.wav
Sadness,EmoDSc_Aumentado\452.wav
Sadness,EmoDSc_Aumentado\453.wav
Sadness,EmoDSc_Aumentado\454.wav
Sadness,EmoDSc_Aumentado\455.wav
Fear,EmoDSc_Aumentado\456.wav
Fear,EmoDSc_Aumentado\457.wav
Fear,EmoDSc_Aumentado\458.wav
Fear,EmoDSc_Aumentado\459.wav
Neutral,EmoDSc_Aumentado\460.wav
Neutral,EmoDSc_Aumentado\461.wav
Neutral,EmoDSc_Aumentado\462.wav
Neutral,EmoDSc_Aumentado\463.wav
Anger,EmoDSc_Aumentado\464.wav
Anger,EmoDSc_Aumentado\465.wav
Anger,EmoDSc_Aumentado\466.wav
Anger,EmoDSc_Aumentado\467.wav
Neutral,EmoDSc_Aumentado\468.wav
Neutral,EmoDSc_Aumentado\469.wav
Neutral,EmoDSc_Aumentado\470.wav
Neutral,EmoDSc_Aumentado\471.wav
Sadness,EmoDSc_Aumentado\472.wav
Sadness,EmoDSc_Aumentado\473.wav
Sadness,EmoDSc_Aumentado\474.wav
Sadness,EmoDSc_Aumentado\475.wav
Neutral,EmoDSc_Aumentado\476.wav
Neutral,EmoDSc_Aumentado\477.wav
Neutral,EmoDSc_Aumentado\478.wav
Neutral,EmoDSc_Aumentado\479.wav
Surprise,EmoDSc_Aumentado\480.wav
Surprise,EmoDSc_Aumentado\481.wav
Surprise,EmoDSc_Aumentado\482.wav
Surprise,EmoDSc_Aumentado\483.wav
Disgust,EmoDSc_Aumentado\484.wav
Disgust,EmoDSc_Aumentado\485.wav
Disgust,EmoDSc_Aumentado\486.wav
Disgust,EmoDSc_Aumentado\487.wav
Neutral,EmoDSc_Aumentado\488.wav
Neutral,EmoDSc_Aumentado\489.wav
Neutral,EmoDSc_Aumentado\490.wav
Neutral,EmoDSc_Aumentado\491.wav
Fear,EmoDSc_Aumentado\492.wav
Fear,EmoDSc_Aumentado\493.wav
Fear,EmoDSc_Aumentado\494.wav
Fear,EmoDSc_Aumentado\495.wav
Fear,EmoDSc_Aumentado\496.wav
Fear,EmoDSc_Aumentado\497.wav
Fear,EmoDSc_Aumentado\498.wav
Fear,EmoDSc_Aumentado\499.wav
Happiness,EmoDSc_Aumentado\500.wav
Happiness,EmoDSc_Aumentado\501.wav
Happiness,EmoDSc_Aumentado\502.wav
Happiness,EmoDSc_Aumentado\503.wav
Fear,EmoDSc_Aumentado\504.wav
Fear,EmoDSc_Aumentado\505.wav
Fear,EmoDSc_Aumentado\506.wav
Fear,EmoDSc_Aumentado\507.wav
Anger,EmoDSc_Aumentado\508.wav
Anger,EmoDSc_Aumentado\509.wav
Anger,EmoDSc_Aumentado\510.wav
Anger,EmoDSc_Aumentado\511.wav
Sadness,EmoDSc_Aumentado\512.wav
Sadness,EmoDSc_Aumentado\513.wav
Sadness,EmoDSc_Aumentado\514.wav
Sadness,EmoDSc_Aumentado\515.wav
Anger,EmoDSc_Aumentado\516.wav
Anger,EmoDSc_Aumentado\517.wav
Anger,EmoDSc_Aumentado\518.wav
Anger,EmoDSc_Aumentado\519.wav
Fear,EmoDSc_Aumentado\520.wav
Fear,EmoDSc_Aumentado\521.wav
Fear,EmoDSc_Aumentado\522.wav
Fear,EmoDSc_Aumentado\523.wav
Surprise,EmoDSc_Aumentado\524.wav
Surprise,EmoDSc_Aumentado\525.wav
Surprise,EmoDSc_Aumentado\526.wav
Surprise,EmoDSc_Aumentado\527.wav
Disgust,EmoDSc_Aumentado\528.wav
Disgust,EmoDSc_Aumentado\529.wav
Disgust,EmoDSc_Aumentado\530.wav
Disgust,EmoDSc_Aumentado\531.wav
Surprise,EmoDSc_Aumentado\532.wav
Surprise,EmoDSc_Aumentado\533.wav
Surprise,EmoDSc_Aumentado\534.wav
Surprise,EmoDSc_Aumentado\535.wav
Fear,EmoDSc_Aumentado\536.wav
Fear,EmoDSc_Aumentado\537.wav
Fear,EmoDSc_Aumentado\538.wav
Fear,EmoDSc_Aumentado\539.wav
Sadness,EmoDSc_Aumentado\540.wav
Sadness,EmoDSc_Aumentado\541.wav
Sadness,EmoDSc_Aumentado\542.wav
Sadness,EmoDSc_Aumentado\543.wav
Fear,EmoDSc_Aumentado\544.wav
Fear,EmoDSc_Aumentado\545.wav
Fear,EmoDSc_Aumentado\546.wav
Fear,EmoDSc_Aumentado\547.wav
Sadness,EmoDSc_Aumentado\548.wav
Sadness,EmoDSc_Aumentado\549.wav
Sadness,EmoDSc_Aumentado\550.wav
Sadness,EmoDSc_Aumentado\551.wav
Disgust,EmoDSc_Aumentado\552.wav
Disgust,EmoDSc_Aumentado\553.wav
Disgust,EmoDSc_Aumentado\554.wav
Disgust,EmoDSc_Aumentado\555.wav
Neutral,EmoDSc_Aumentado\556.wav
Neutral,EmoDSc_Aumentado\557.wav
Neutral,EmoDSc_Aumentado\558.wav
Neutral,EmoDSc_Aumentado\559.wav
Fear,EmoDSc_Aumentado\560.wav
Fear,EmoDSc_Aumentado\561.wav
Fear,EmoDSc_Aumentado\562.wav
Fear,EmoDSc_Aumentado\563.wav
Sadness,EmoDSc_Aumentado\564.wav
Sadness,EmoDSc_Aumentado\565.wav
Sadness,EmoDSc_Aumentado\566.wav
Sadness,EmoDSc_Aumentado\567.wav
Neutral,EmoDSc_Aumentado\568.wav
Neutral,EmoDSc_Aumentado\569.wav
Neutral,EmoDSc_Aumentado\570.wav
Neutral,EmoDSc_Aumentado\571.wav
Disgust,EmoDSc_Aumentado\572.wav
Disgust,EmoDSc_Aumentado\573.wav
Disgust,EmoDSc_Aumentado\574.wav
Disgust,EmoDSc_Aumentado\575.wav
Happiness,EmoDSc_Aumentado\576.wav
Happiness,EmoDSc_Aumentado\577.wav
Happiness,EmoDSc_Aumentado\578.wav
Happiness,EmoDSc_Aumentado\579.wav
Fear,EmoDSc_Aumentado\580.wav
Fear,EmoDSc_Aumentado\581.wav
Fear,EmoDSc_Aumentado\582.wav
Fear,EmoDSc_Aumentado\583.wav
Surprise,EmoDSc_Aumentado\584.wav
Surprise,EmoDSc_Aumentado\585.wav
Surprise,EmoDSc_Aumentado\586.wav
Surprise,EmoDSc_Aumentado\587.wav
Neutral,EmoDSc_Aumentado\588.wav
Neutral,EmoDSc_Aumentado\589.wav
Neutral,EmoDSc_Aumentado\590.wav
Neutral,EmoDSc_Aumentado\591.wav
Fear,EmoDSc_Aumentado\592.wav
Fear,EmoDSc_Aumentado\593.wav
Fear,EmoDSc_Aumentado\594.wav
Fear,EmoDSc_Aumentado\595.wav
Surprise,EmoDSc_Aumentado\596.wav
Surprise,EmoDSc_Aumentado\597.wav
Surprise,EmoDSc_Aumentado\598.wav
Surprise,EmoDSc_Aumentado\599.wav
Neutral,EmoDSc_Aumentado\600.wav
Neutral,EmoDSc_Aumentado\601.wav
Neutral,EmoDSc_Aumentado\602.wav
Neutral,EmoDSc_Aumentado\603.wav
Surprise,EmoDSc_Aumentado\604.wav
Surprise,EmoDSc_Aumentado\605.wav
Surprise,EmoDSc_Aumentado\606.wav
Surprise,EmoDSc_Aumentado\607.wav
Sadness,EmoDSc_Aumentado\608.wav
Sadness,EmoDSc_Aumentado\609.wav
Sadness,EmoDSc_Aumentado\610.wav
Sadness,EmoDSc_Aumentado\611.wav
Anger,EmoDSc_Aumentado\612.wav
Anger,EmoDSc_Aumentado\613.wav
Anger,EmoDSc_Aumentado\614.wav
Anger,EmoDSc_Aumentado\615.wav
Anger,EmoDSc_Aumentado\616.wav
